,File ID,English_name,Quality,Time,Date,X,Y,year,type,month,time2,TOD,hour
615,91299,Carries Champagne Pipit,B,15:16,12/3/2011,140,62.0,2011,call,12,15:00,Day,15
616,91298,Carries Champagne Pipit,B,15:09,12/4/2011,147,59.0,2011,call,12,15:00,Day,15
617,91295,Carries Champagne Pipit,B,9:00,12/9/2011,142,40.0,2011,call,12,9:00,Morning,9
618,91294,Carries Champagne Pipit,B,9:00,12/9/2011,71,67.0,2011,call,12,9:00,Morning,9
619,91293,Carries Champagne Pipit,B,9:00,12/9/2011,29,103.0,2011,call,12,9:00,Morning,9
621,61960,Carries Champagne Pipit,B,10:00,8/6/2010,140,43.0,2010,call,8,10:00,Morning,10
622,61959,Carries Champagne Pipit,B,10:00,8/6/2010,128,115.0,2010,call,8,10:00,Morning,10
623,61944,Carries Champagne Pipit,B,17:00,7/31/2010,137,45.0,2010,call,7,17:00,Day,17
626,27256,Carries Champagne Pipit,B,6:00,12/20/2008,148,65.0,2008,call,12,6:00,Morning,6
627,24785,Carries Champagne Pipit,B,9:30,11/29/2008,73,158.0,2008,call,11,10:00,Morning,10
628,405185,Carries Champagne Pipit,C,9:43,6/6/2016,141,41.0,2016,song,6,10:00,Morning,10
629,395981,Carries Champagne Pipit,C,14:00,12/12/2017,129,48.0,2017,call,12,14:00,Day,14
630,391081,Carries Champagne Pipit,C,15:30,10/28/2017,107,106.0,2017,call,10,16:00,Day,16
631,391080,Carries Champagne Pipit,C,15:30,10/28/2017,138,44.0,2017,call,10,16:00,Day,16
632,390542,Carries Champagne Pipit,C,17:00,10/22/2017,134,52.0,2017,call,10,17:00,Day,17
633,358132,Carries Champagne Pipit,C,15:30,2/1/2017,141,43.0,2017,call,2,16:00,Day,16
634,338753,Carries Champagne Pipit,C,13:20,10/14/2016,140,41.0,2016,call,10,13:00,Day,13
635,338163,Carries Champagne Pipit,C,10:00,10/15/2016,147,52.0,2016,call,10,10:00,Morning,10
636,328304,Carries Champagne Pipit,C,16:00,2/26/2016,131,39.0,2016,call,2,16:00,Day,16
637,321515,Carries Champagne Pipit,C,10:20,10/11/2014,140,42.0,2014,call,10,10:00,Morning,10
638,284667,Carries Champagne Pipit,C,9:00,10/11/2015,137,44.0,2015,call,10,9:00,Morning,9
639,267499,Carries Champagne Pipit,C,9:00,5/11/2015,128,50.0,2015,call,5,9:00,Morning,9
640,199204,Carries Champagne Pipit,C,10:00,10/17/2014,137,46.0,2014,call,10,10:00,Morning,10
641,158454,Carries Champagne Pipit,C,11:30,12/5/2013,148,155.0,2013,call,12,12:00,Day,12
642,152409,Carries Champagne Pipit,C,10:30,10/21/2013,152,36.0,2013,call,10,11:00,Day,11
643,149180,Carries Champagne Pipit,C,8:30,9/28/2013,138,48.0,2013,call,9,9:00,Morning,9
644,147774,Carries Champagne Pipit,C,8:30,9/18/2013,48,66.0,2013,call,9,9:00,Morning,9
645,142690,Carries Champagne Pipit,C,11:00,10/9/2005,136,46.0,2005,call,10,11:00,Day,11
646,114327,Carries Champagne Pipit,C,10:30,12/9/2012,139,43.0,2012,call,12,11:00,Day,11
647,112478,Carries Champagne Pipit,C,16:30,10/26/2012,138,40.0,2012,call,10,17:00,Day,17
650,91301,Carries Champagne Pipit,C,15:24,12/3/2011,142,54.0,2011,call,12,15:00,Day,15
651,91297,Carries Champagne Pipit,C,15:09,12/4/2011,45,64.0,2011,call,12,15:00,Day,15
652,91296,Carries Champagne Pipit,C,15:08,12/4/2011,157,152.0,2011,call,12,15:00,Day,15
653,65137,Carries Champagne Pipit,C,10:00,11/7/2010,140,43.0,2010,call,11,10:00,Morning,10
654,27259,Carries Champagne Pipit,C,6:00,12/20/2008,132,52.0,2008,call,12,6:00,Morning,6
655,27254,Carries Champagne Pipit,C,6:00,12/20/2008,146,52.0,2008,call,12,6:00,Morning,6
656,389842,Carries Champagne Pipit,D,9:45,10/15/2017,128,47.0,2017,call,10,10:00,Morning,10
657,386671,Carries Champagne Pipit,D,9:24,9/18/2017,123,27.0,2017,call,9,9:00,Morning,9
658,338754,Carries Champagne Pipit,D,13:21,10/14/2016,119,53.0,2016,call,10,13:00,Day,13
659,336144,Carries Champagne Pipit,D,8:30,9/23/2016,139,42.0,2016,call,9,9:00,Morning,9
660,205464,Carries Champagne Pipit,D,7:30,10/23/2014,147,36.0,2014,call,10,8:00,Morning,8
661,166440,Carries Champagne Pipit,D,11:30,10/9/2005,32,137.0,2005,call,10,12:00,Day,12
662,88610,Carries Champagne Pipit,D,9:04,10/14/2011,141,56.0,2011,call,10,9:00,Morning,9
663,386506,Carries Champagne Pipit,E,12:00,9/16/2017,144,131.0,2017,call,9,12:00,Day,12
664,199143,Carries Champagne Pipit,E,8:45,9/25/2014,135,43.0,2014,call,9,9:00,Morning,9
665,180593,Carries Champagne Pipit,E,15:00,10/13/2013,141,41.0,2013,call,10,15:00,Day,15
666,405293,Darkwing Sparrow,A,6:53,4/17/2017,63,81.0,2017,song,4,7:00,Morning,7
667,405292,Darkwing Sparrow,A,6:51,4/17/2017,37,74.0,2017,song,4,7:00,Morning,7
668,405237,Darkwing Sparrow,A,8:29,4/8/2017,40,56.0,2017,song,4,8:00,Morning,8
669,405192,Darkwing Sparrow,A,5:57,4/18/2017,41,66.0,2017,song,4,6:00,Morning,6
670,404159,Darkwing Sparrow,A,13:00,1/27/2018,12,136.0,2018,call,1,13:00,Day,13
671,403458,Darkwing Sparrow,A,10:00,2/24/2018,42,60.0,2018,call,2,10:00,Morning,10
672,402357,Darkwing Sparrow,A,12:06,2/9/2018,74,149.0,2018,call,2,12:00,Day,12
673,402356,Darkwing Sparrow,A,12:05,2/9/2018,69,149.0,2018,call,2,12:00,Day,12
674,402355,Darkwing Sparrow,A,12:03,2/9/2018,62,75.0,2018,call,2,12:00,Day,12
675,402159,Darkwing Sparrow,A,13:29,2/7/2018,54,73.0,2018,call,2,13:00,Day,13
676,400941,Darkwing Sparrow,A,11:30,1/4/2018,140,150.0,2018,song,1,12:00,Day,12
677,396464,Darkwing Sparrow,A,9:00,12/10/2017,42,68.0,2017,call,12,9:00,Morning,9
678,392775,Darkwing Sparrow,A,14:00,1/8/2016,139,49.0,2016,call,1,14:00,Day,14
679,392772,Darkwing Sparrow,A,14:51,4/21/2014,28,69.0,2014,call,4,15:00,Day,15
680,390512,Darkwing Sparrow,A,9:30,10/22/2017,43,68.0,2017,call,10,10:00,Morning,10
681,388579,Darkwing Sparrow,A,10:00,9/23/2017,138,44.0,2017,call,9,10:00,Morning,10
682,388296,Darkwing Sparrow,A,5:30,9/30/2017,78,136.0,2017,song,9,6:00,Morning,6
683,388295,Darkwing Sparrow,A,6:00,9/30/2017,39,56.0,2017,song,9,6:00,Morning,6
684,385838,Darkwing Sparrow,A,9:00,6/12/2015,81,139.0,2015,call,6,9:00,Morning,9
685,384567,Darkwing Sparrow,A,6:17,4/14/2017,71,139.0,2017,song,4,6:00,Morning,6
686,384539,Darkwing Sparrow,A,5:54,8/5/2017,36,61.0,2017,other,8,6:00,Morning,6
687,384490,Darkwing Sparrow,A,7:10,3/26/2017,69,140.0,2017,call,3,7:00,Morning,7
688,384488,Darkwing Sparrow,A,7:05,3/26/2017,59,146.0,2017,other,3,7:00,Morning,7
689,383538,Darkwing Sparrow,A,14:50,1/25/2017,138,118.0,2017,song,1,15:00,Day,15
690,383533,Darkwing Sparrow,A,12:25,10/2/2016,124,124.0,2016,call,10,12:00,Day,12
691,383292,Darkwing Sparrow,A,7:00,8/5/2017,30,81.0,2017,call,8,7:00,Morning,7
692,382524,Darkwing Sparrow,A,8:20,7/26/2017,97,125.0,2017,call,7,8:00,Morning,8
693,381853,Darkwing Sparrow,A,8:00,7/29/2017,136,39.0,2017,call,7,8:00,Morning,8
694,381202,Darkwing Sparrow,A,16:30,4/11/2017,63,79.0,2017,call,4,17:00,Day,17
695,380358,Darkwing Sparrow,A,10:53,6/4/2017,43,63.0,2017,other,6,11:00,Day,11
696,379470,Darkwing Sparrow,A,9:00,7/3/2017,39,66.0,2017,other,7,9:00,Morning,9
697,377560,Darkwing Sparrow,A,20:00,6/27/2017,37,73.0,2017,call,6,20:00,Evening,20
698,377559,Darkwing Sparrow,A,20:00,6/27/2017,46,63.0,2017,call,6,20:00,Evening,20
699,377232,Darkwing Sparrow,A,7:11,3/3/2017,41,64.0,2017,song,3,7:00,Morning,7
700,376566,Darkwing Sparrow,A,7:50,6/17/2017,40,61.0,2017,call,6,8:00,Morning,8
701,376476,Darkwing Sparrow,A,6:30,6/18/2017,39,63.0,2017,call,6,7:00,Morning,7
702,374569,Darkwing Sparrow,A,7:57,4/28/2017,36,58.0,2017,call,4,8:00,Morning,8
703,374320,Darkwing Sparrow,A,0:30,5/27/2017,58,141.0,2017,call,5,1:00,Night,1
704,373844,Darkwing Sparrow,A,6:30,6/5/2017,57,76.0,2017,call,6,7:00,Morning,7
705,367543,Darkwing Sparrow,A,13:00,5/3/2017,24,72.0,2017,call,5,13:00,Day,13
706,364541,Darkwing Sparrow,A,10:30,9/24/2016,24,132.0,2016,call,9,11:00,Day,11
707,364247,Darkwing Sparrow,A,11:00,3/24/2017,40,62.0,2017,other,3,11:00,Day,11
708,361303,Darkwing Sparrow,A,18:46,3/25/2017,37,73.0,2017,call,3,19:00,Evening,19
709,358971,Darkwing Sparrow,A,8:00,3/11/2017,108,139.0,2017,call,3,8:00,Morning,8
710,356114,Darkwing Sparrow,A,9:30,2/18/2017,39,61.0,2017,call,2,10:00,Morning,10
711,352024,Darkwing Sparrow,A,6:30,12/29/2016,41,59.0,2016,call,12,7:00,Morning,7
712,351547,Darkwing Sparrow,A,7:24,1/20/2017,132,109.0,2017,song,1,7:00,Morning,7
713,349815,Darkwing Sparrow,A,7:00,6/30/2007,128,43.0,2007,song,6,7:00,Morning,7
714,349814,Darkwing Sparrow,A,7:00,5/20/2007,85,127.0,2007,song,5,7:00,Morning,7
715,344336,Darkwing Sparrow,A,6:35,5/7/2016,14,147.0,2016,call,5,7:00,Morning,7
716,344330,Darkwing Sparrow,A,5:47,5/5/2016,132,115.0,2016,song,5,6:00,Morning,6
717,344328,Darkwing Sparrow,A,5:34,5/5/2016,76,138.0,2016,song,5,6:00,Morning,6
718,344319,Darkwing Sparrow,A,6:56,3/12/2016,22,73.0,2016,other,3,7:00,Morning,7
719,344306,Darkwing Sparrow,A,17:20,6/7/2015,38,59.0,2015,call,6,17:00,Day,17
720,344302,Darkwing Sparrow,A,16:53,6/7/2015,47,63.0,2015,call,6,17:00,Day,17
723,325716,Darkwing Sparrow,A,11:43,4/6/2015,70,180.0,2015,song,4,12:00,Day,12
724,325709,Darkwing Sparrow,A,11:31,2/22/2015,65,77.0,2015,other,2,12:00,Day,12
725,324840,Darkwing Sparrow,A,10:15,6/25/2016,82,135.0,2016,other,6,10:00,Morning,10
726,303718,Darkwing Sparrow,A,14:36,2/7/2016,77,141.0,2016,call,2,15:00,Day,15
727,281740,Darkwing Sparrow,A,20:35,5/12/2007,78,135.0,2007,call,5,21:00,Evening,21
728,281739,Darkwing Sparrow,A,8:30,2/4/2007,83,136.0,2007,song,2,9:00,Morning,9
729,281738,Darkwing Sparrow,A,8:20,2/4/2007,144,158.0,2007,song,2,8:00,Morning,8
730,264941,Darkwing Sparrow,A,5:30,6/2/2014,57,125.0,2014,call,6,6:00,Morning,6
731,253313,Darkwing Sparrow,A,7:00,6/21/2015,57,151.0,2015,song,6,7:00,Morning,7
732,246976,Darkwing Sparrow,A,11:00,5/19/2015,75,158.0,2015,other,5,11:00,Day,11
733,245732,Darkwing Sparrow,A,10:00,5/24/2015,91,142.0,2015,song,5,10:00,Morning,10
734,240216,Darkwing Sparrow,A,6:00,4/28/2015,136,39.0,2015,song,4,6:00,Morning,6
735,240215,Darkwing Sparrow,A,6:00,4/28/2015,70,154.0,2015,song,4,6:00,Morning,6
736,239375,Darkwing Sparrow,A,7:02,4/28/2015,72,134.0,2015,other,4,7:00,Morning,7
737,237290,Darkwing Sparrow,A,8:30,4/25/2015,72,151.0,2015,call,4,9:00,Morning,9
738,237289,Darkwing Sparrow,A,8:30,4/25/2015,84,153.0,2015,call,4,9:00,Morning,9
739,236834,Darkwing Sparrow,A,7:00,4/19/2015,59,154.0,2015,other,4,7:00,Morning,7
740,236476,Darkwing Sparrow,A,7:00,4/18/2015,72,139.0,2015,other,4,7:00,Morning,7
741,233433,Darkwing Sparrow,A,9:15,1/6/1999,69,157.0,1999,other,1,9:00,Morning,9
742,215043,Darkwing Sparrow,A,11:30,2/28/2015,73,139.0,2015,call,2,12:00,Day,12
744,210486,Darkwing Sparrow,A,15:40,1/17/2015,73,157.0,2015,call,1,16:00,Day,16
745,210466,Darkwing Sparrow,A,15:00,1/17/2015,73,151.0,2015,song,1,15:00,Day,15
746,209059,Darkwing Sparrow,A,6:44,5/1/2014,58,160.0,2014,song,5,7:00,Morning,7
747,208395,Darkwing Sparrow,A,15:17,4/16/2014,56,153.0,2014,call,4,15:00,Day,15
748,197467,Darkwing Sparrow,A,13:49,7/28/2014,78,148.0,2014,call,7,14:00,Day,14
749,194222,Darkwing Sparrow,A,17:00,6/18/2003,69,159.0,2003,call,6,17:00,Day,17
750,192306,Darkwing Sparrow,A,8:28,4/24/2014,78,149.0,2014,other,4,8:00,Morning,8
751,192305,Darkwing Sparrow,A,8:22,4/24/2014,69,158.0,2014,other,4,8:00,Morning,8
752,355083,Eastern Corn Skeet,no score,8:00,2/5/2017,92,132.0,2017,call,2,8:00,Morning,8
753,323217,Eastern Corn Skeet,no score,20:48,6/19/2016,84,123.0,2016,song,6,21:00,Evening,21
754,317839,Eastern Corn Skeet,no score,8:00,5/22/2016,85,133.0,2016,call,5,8:00,Morning,8
755,314951,Eastern Corn Skeet,no score,6:00,4/19/2016,80,126.0,2016,song,4,6:00,Morning,6
756,184376,Eastern Corn Skeet,no score,7:30,4/11/2014,70,154.0,2014,call,4,8:00,Morning,8
757,388696,Eastern Corn Skeet,A,6:00,4/30/2016,121,127.0,2016,song,4,6:00,Morning,6
758,385024,Eastern Corn Skeet,A,10:00,5/11/2017,65,90.0,2017,song,5,10:00,Morning,10
759,378993,Eastern Corn Skeet,A,14:27,7/3/2017,86,123.0,2017,call,7,14:00,Day,14
760,376425,Eastern Corn Skeet,A,10:30,6/18/2017,47,36.0,2017,song,6,11:00,Day,11
761,376069,Eastern Corn Skeet,A,7:00,6/6/2017,87,131.0,2017,song,6,7:00,Morning,7
762,375493,Eastern Corn Skeet,A,18:30,5/17/2017,85,131.0,2017,call,5,19:00,Evening,19
763,370485,Eastern Corn Skeet,A,5:35,5/12/2017,29,138.0,2017,song,5,6:00,Morning,6
764,363519,Eastern Corn Skeet,A,10:30,4/8/2017,93,139.0,2017,call,4,11:00,Day,11
765,354815,Eastern Corn Skeet,A,11:30,1/15/2017,93,129.0,2017,call,1,12:00,Day,12
766,344280,Eastern Corn Skeet,A,8:01,11/27/2016,31,134.0,2016,call,11,8:00,Morning,8
767,318747,Eastern Corn Skeet,A,8:10,5/22/2016,93,129.0,2016,call,5,8:00,Morning,8
768,316236,Eastern Corn Skeet,A,8:30,4/11/2015,94,132.0,2015,song,4,9:00,Morning,9
769,308402,Eastern Corn Skeet,A,12:00,3/22/2016,71,114.0,2016,song,3,12:00,Day,12
770,179720,Eastern Corn Skeet,A,5:28,5/24/2014,84,121.0,2014,call,5,5:00,Morning,5
771,178126,Eastern Corn Skeet,A,5:20,5/11/2014,32,141.0,2014,song,5,5:00,Morning,5
772,173954,Eastern Corn Skeet,A,9:30,4/12/2014,127,119.0,2014,song,4,10:00,Morning,10
773,161099,Eastern Corn Skeet,A,8:53,12/5/2013,85,124.0,2013,other,12,9:00,Morning,9
774,132866,Eastern Corn Skeet,A,6:24,5/6/2013,142,154.0,2013,song,5,6:00,Morning,6
775,99544,Eastern Corn Skeet,A,9:06,3/30/2012,40,141.0,2012,call,3,9:00,Morning,9
776,57258,Eastern Corn Skeet,A,5:30,6/7/2010,55,68.0,2010,song,6,6:00,Morning,6
777,49875,Eastern Corn Skeet,A,5:50,5/6/2010,81,115.0,2010,song,5,6:00,Morning,6
779,14858,Eastern Corn Skeet,A,10:50,4/20/2007,86,114.0,2007,other,4,11:00,Day,11
780,14857,Eastern Corn Skeet,A,10:50,4/20/2007,136,100.0,2007,other,4,11:00,Day,11
781,14856,Eastern Corn Skeet,A,10:50,4/20/2007,82,119.0,2007,call,4,11:00,Day,11
782,10175,Eastern Corn Skeet,A,9:10,5/14/2006,152,165.0,2006,song,5,9:00,Morning,9
785,373508,Eastern Corn Skeet,B,11:30,5/3/2017,91,119.0,2017,song,5,12:00,Day,12
786,344645,Eastern Corn Skeet,B,7:44,11/29/2016,82,132.0,2016,call,11,8:00,Morning,8
787,321819,Eastern Corn Skeet,B,19:58,6/9/2016,84,128.0,2016,song,6,20:00,Evening,20
788,313354,Eastern Corn Skeet,B,17:53,4/20/2016,137,120.0,2016,song,4,18:00,Evening,18
789,310072,Eastern Corn Skeet,B,18:30,3/30/2016,78,129.0,2016,call,3,19:00,Evening,19
790,302533,Eastern Corn Skeet,B,8:30,2/6/2016,57,88.0,2016,other,2,9:00,Morning,9
791,278231,Eastern Corn Skeet,B,9:34,5/18/2015,118,118.0,2015,song,5,10:00,Morning,10
792,244579,Eastern Corn Skeet,B,5:05,5/16/2015,85,131.0,2015,song,5,5:00,Morning,5
793,208942,Eastern Corn Skeet,B,10:32,11/26/2014,77,129.0,2014,song,11,11:00,Day,11
794,191964,Eastern Corn Skeet,B,14:45,3/28/2012,87,128.0,2012,song,3,15:00,Day,15
795,184379,Eastern Corn Skeet,B,7:15,11/16/2013,70,140.0,2013,call,11,7:00,Morning,7
796,184378,Eastern Corn Skeet,B,6:34,5/17/2012,89,127.0,2012,song,5,7:00,Morning,7
797,184377,Eastern Corn Skeet,B,7:30,4/12/2014,80,130.0,2014,call,4,8:00,Morning,8
798,182331,Eastern Corn Skeet,B,8:30,4/30/2002,46,56.0,2002,song,4,9:00,Morning,9
799,179848,Eastern Corn Skeet,B,9:37,5/24/2014,92,134.0,2014,song,5,10:00,Morning,10
800,179719,Eastern Corn Skeet,B,4:45,5/24/2014,84,128.0,2014,song,5,5:00,Morning,5
801,176000,Eastern Corn Skeet,B,12:30,4/15/2014,84,130.0,2014,song,4,13:00,Day,13
802,170055,Eastern Corn Skeet,B,8:00,3/15/2014,88,129.0,2014,song,3,8:00,Morning,8
803,165234,Eastern Corn Skeet,B,7:00,1/22/2014,83,130.0,2014,call,1,7:00,Morning,7
804,160470,Eastern Corn Skeet,B,7:49,5/18/2013,123,108.0,2013,song,5,8:00,Morning,8
805,158055,Eastern Corn Skeet,B,14:37,12/15/2013,69,61.0,2013,call,12,15:00,Day,15
806,150242,Eastern Corn Skeet,B,9:41,10/8/2013,88,124.0,2013,song,10,10:00,Morning,10
807,138039,Eastern Corn Skeet,B,11:00,6/11/2013,86,131.0,2013,song,6,11:00,Day,11
808,134509,Eastern Corn Skeet,B,9:52,5/19/2013,89,127.0,2013,call,5,10:00,Morning,10
809,124070,Eastern Corn Skeet,B,21:30,10/28/2012,87,133.0,2012,call,10,22:00,Evening,22
810,111143,Eastern Corn Skeet,B,9:00,10/13/2012,100,139.0,2012,song,10,9:00,Morning,9
811,111142,Eastern Corn Skeet,B,9:00,10/13/2012,155,156.0,2012,song,10,9:00,Morning,9
812,111141,Eastern Corn Skeet,B,9:00,10/13/2012,85,132.0,2012,song,10,9:00,Morning,9
813,100556,Eastern Corn Skeet,B,7:30am,5/4/2012,83,126.0,2012,song,5,8:00,Morning,8
814,100555,Eastern Corn Skeet,B,7:30am,5/4/2012,84,132.0,2012,song,5,8:00,Morning,8
815,99547,Eastern Corn Skeet,B,6:13,4/15/2012,50,65.0,2012,song,4,6:00,Morning,6
816,52451,Eastern Corn Skeet,B,10:30am,5/11/2008,159,152.0,2008,song,5,11:00,Day,11
818,5130,Eastern Corn Skeet,B,17:30,12/30/2005,87,132.0,2005,call,12,18:00,Evening,18
819,396262,Eastern Corn Skeet,C,10:48,12/17/2017,147,157.0,2017,song,12,11:00,Day,11
820,368084,Eastern Corn Skeet,C,11:54,6/21/2013,83,133.0,2013,song,6,12:00,Day,12
821,316544,Eastern Corn Skeet,C,19:40,5/12/2016,84,130.0,2016,call,5,20:00,Evening,20
822,296933,Eastern Corn Skeet,C,9:00,12/20/2015,83,131.0,2015,call,12,9:00,Morning,9
823,286376,Eastern Corn Skeet,C,14:00,10/15/2015,37,115.0,2015,call,10,14:00,Day,14
824,278232,Eastern Corn Skeet,C,9:35,5/18/2015,90,137.0,2015,song,5,10:00,Morning,10
825,235428,Eastern Corn Skeet,C,15:00,4/12/2015,85,127.0,2015,song,4,15:00,Day,15
826,151543,Eastern Corn Skeet,C,13:30,10/16/2013,85,128.0,2013,call,10,14:00,Day,14
827,137835,Eastern Corn Skeet,C,16:52,6/8/2013,39,112.0,2013,call,6,17:00,Day,17
828,137101,Eastern Corn Skeet,C,16:30,7/20/2011,79,156.0,2011,song,7,17:00,Day,17
829,137100,Eastern Corn Skeet,C,10:00,5/13/2011,94,138.0,2011,call,5,10:00,Morning,10
830,124445,Eastern Corn Skeet,C,7:30,12/15/2005,86,132.0,2005,song,12,8:00,Morning,8
831,103279,Eastern Corn Skeet,C,11:30am,6/4/2012,85,133.0,2012,song,6,12:00,Day,12
832,103278,Eastern Corn Skeet,C,11:30am,6/4/2012,34,138.0,2012,song,6,12:00,Day,12
833,100108,Eastern Corn Skeet,C,7:30am,4/30/2012,60,114.0,2012,call,4,8:00,Morning,8
837,149935,Eastern Corn Skeet,D,14:20,10/6/2013,69,139.0,2013,call,10,14:00,Day,14
838,137102,Eastern Corn Skeet,D,6:50,6/4/2012,69,140.0,2012,call,6,7:00,Morning,7
839,389469,Green-tipped Scarlet Pipit,no score,7:30,3/22/2014,64,70.0,2014,song,3,8:00,Morning,8
840,389129,Green-tipped Scarlet Pipit,no score,6:30,10/28/2014,35,61.0,2014,song,10,7:00,Morning,7
841,359165,Green-tipped Scarlet Pipit,no score,8:30,3/11/2017,75,151.0,2017,song,3,9:00,Morning,9
842,312884,Green-tipped Scarlet Pipit,no score,10:30,4/16/2016,69,149.0,2016,song,4,11:00,Day,11
843,299610,Green-tipped Scarlet Pipit,no score,6:30,7/21/2011,141,45.0,2011,song,7,7:00,Morning,7
844,299158,Green-tipped Scarlet Pipit,no score,7:00,8/31/2011,60,64.0,2011,song,8,7:00,Morning,7
845,299147,Green-tipped Scarlet Pipit,no score,6:30,8/31/2011,151,169.0,2011,song,8,7:00,Morning,7
846,286369,Green-tipped Scarlet Pipit,no score,6:30,10/20/2015,68,152.0,2015,song,10,7:00,Morning,7
847,278068,Green-tipped Scarlet Pipit,no score,7:00,9/6/2015,149,155.0,2015,song,9,7:00,Morning,7
848,234763,Green-tipped Scarlet Pipit,no score,13:00,2/25/2014,42,58.0,2014,song,2,13:00,Day,13
849,358825,Green-tipped Scarlet Pipit,A,6:42,9/25/2016,85,133.0,2016,song,9,7:00,Morning,7
850,340294,Green-tipped Scarlet Pipit,A,8:30,10/26/2016,72,136.0,2016,song,10,9:00,Morning,9
851,334189,Green-tipped Scarlet Pipit,A,8:30,9/9/2016,54,70.0,2016,call,9,9:00,Morning,9
852,319588,Green-tipped Scarlet Pipit,A,11:00,5/7/2016,71,143.0,2016,song,5,11:00,Day,11
853,283151,Green-tipped Scarlet Pipit,A,8:39,11/20/2002,136,168.0,2002,song,11,9:00,Morning,9
854,283150,Green-tipped Scarlet Pipit,A,8:34,11/20/2002,123,127.0,2002,song,11,9:00,Morning,9
855,268894,Green-tipped Scarlet Pipit,A,8:30,8/17/2015,133,38.0,2015,song,8,9:00,Morning,9
856,241793,Green-tipped Scarlet Pipit,A,7:50,8/30/2014,73,61.0,2014,song,8,8:00,Morning,8
857,221676,Green-tipped Scarlet Pipit,A,7:00,7/28/2004,126,25.0,2004,song,7,7:00,Morning,7
858,221675,Green-tipped Scarlet Pipit,A,7:00,7/28/2004,54,68.0,2004,song,7,7:00,Morning,7
859,221674,Green-tipped Scarlet Pipit,A,6:45,7/28/2004,59,77.0,2004,song,7,7:00,Morning,7
860,221673,Green-tipped Scarlet Pipit,A,6:45,7/28/2004,37,69.0,2004,song,7,7:00,Morning,7
861,210152,Green-tipped Scarlet Pipit,A,8:00,12/14/2014,62,67.0,2014,song,12,8:00,Morning,8
862,206678,Green-tipped Scarlet Pipit,A,7:16,8/6/2014,54,72.0,2014,song,8,7:00,Morning,7
863,205977,Green-tipped Scarlet Pipit,A,6:41,1/31/2014,62,66.0,2014,song,1,7:00,Morning,7
864,196407,Green-tipped Scarlet Pipit,A,7:00,9/3/2014,83,131.0,2014,song,9,7:00,Morning,7
865,187193,Green-tipped Scarlet Pipit,A,8:05,9/28/2013,146,23.0,2013,song,9,8:00,Morning,8
866,174547,Green-tipped Scarlet Pipit,A,9:00,8/15/2013,51,149.0,2013,other,8,9:00,Morning,9
867,174492,Green-tipped Scarlet Pipit,A,8:33,5/24/2011,57,76.0,2011,song,5,9:00,Morning,9
868,170248,Green-tipped Scarlet Pipit,A,17:30,3/16/2014,144,60.0,2014,song,3,18:00,Evening,18
869,144004,Green-tipped Scarlet Pipit,A,14:30,7/29/2013,72,65.0,2013,song,7,15:00,Day,15
870,143234,Green-tipped Scarlet Pipit,A,7:30,7/14/2013,54,81.0,2013,song,7,8:00,Morning,8
871,142719,Green-tipped Scarlet Pipit,A,8:00,8/20/2012,57,78.0,2012,song,8,8:00,Morning,8
872,115450,Green-tipped Scarlet Pipit,A,9:00,10/4/2012,69,62.0,2012,song,10,9:00,Morning,9
873,81027,Green-tipped Scarlet Pipit,A,7:00,6/28/1999,88,143.0,1999,other,6,7:00,Morning,7
874,77917,Green-tipped Scarlet Pipit,A,7:40,5/8/2011,62,66.0,2011,song,5,8:00,Morning,8
875,75570,Green-tipped Scarlet Pipit,A,9:30,2/17/2011,73,139.0,2011,call,2,10:00,Morning,10
876,62671,Green-tipped Scarlet Pipit,A,7:31,9/22/2010,59,78.0,2010,song,9,8:00,Morning,8
877,62446,Green-tipped Scarlet Pipit,A,8:05,8/31/2010,18,140.0,2010,song,8,8:00,Morning,8
885,36909,Green-tipped Scarlet Pipit,A,9:47,7/15/2009,91,131.0,2009,song,7,10:00,Morning,10
888,17578,Green-tipped Scarlet Pipit,A,7:00,4/16/2005,58,65.0,2005,song,4,7:00,Morning,7
890,403198,Green-tipped Scarlet Pipit,B,9:00,11/5/2017,51,68.0,2017,song,11,9:00,Morning,9
891,396419,Green-tipped Scarlet Pipit,B,8:00,11/12/2017,63,66.0,2017,song,11,8:00,Morning,8
892,388441,Green-tipped Scarlet Pipit,B,8:30,9/29/2017,90,134.0,2017,song,9,9:00,Morning,9
893,388119,Green-tipped Scarlet Pipit,B,8:30,9/10/2017,81,147.0,2017,song,9,9:00,Morning,9
894,387945,Green-tipped Scarlet Pipit,B,6:00,9/3/2017,86,130.0,2017,song,9,6:00,Morning,6
895,385715,Green-tipped Scarlet Pipit,B,9:30,6/30/2013,140,96.0,2013,song,6,10:00,Morning,10
896,290233,Green-tipped Scarlet Pipit,B,7:13,3/22/1998,65,75.0,1998,song,3,7:00,Morning,7
897,244251,Green-tipped Scarlet Pipit,B,10:30,11/8/2014,23,141.0,2014,song,11,11:00,Day,11
899,173336,Green-tipped Scarlet Pipit,B,10:00,4/26/2013,86,131.0,2013,song,4,10:00,Morning,10
900,158748,Green-tipped Scarlet Pipit,B,8:30,12/19/2013,138,44.0,2013,song,12,9:00,Morning,9
901,154345,Green-tipped Scarlet Pipit,B,8:30,12/30/2012,143,163.0,2012,song,12,9:00,Morning,9
902,145503,Green-tipped Scarlet Pipit,B,8:00,1/16/2006,53,69.0,2006,song,1,8:00,Morning,8
